,name,grape,region,variety,rating,notes
690,Albert Bichot Fixin Rouge 2016,,"Fixin, Cote de Nuits, Cote d'Or, Burgundy, France",Red Wine,90,"The wines from Fixin (pronounced ""Fissin"") also have the right to bear the Côte de Nuits Villages appellation. The gentle slopes are a common occurrence around the village, with as much as 80 metres difference between the highest and lowest vines."
691,Albert Bichot Fleurie La Madone 2017,,"Beaujolais, Burgundy, France",Red Wine,90,"The nose is floral and fruity, with scents of iris, carnation and raspberry along with a touch of nutmeg and discrete minerality. The palate is full and fleshy, fruity and precise boasting overall harmonious balance. The finish is long and flavorful with the same fruitiness as perceived on the nose. "
692,Albert Bichot Gevrey-Chambertin Les Evocelles 2012,,"Burgundy, France",Red Wine,91,"This wine has a deep ruby red tint. The nose has lightly toasted notes and a subtle blend of concentrated red fruit which evolve on to light vanilla and liquorice notes. Fine and mineral, the mouth has a well-balanced structure and a good persistent finish."
693,Albert Bichot Gevrey-Chambertin Les Evocelles 2014,,"Gevrey-Chambertin, Cote de Nuits, Cote d'Or, Burgundy, France",Red Wine,91,"The nose reveals aromas of red fruit, which evolves towards a discrete hint of vanilla and liquorice. Fine and mineral, the palate offers balanced structure and a nice long finish."
694,Albert Bichot Gevrey-Chambertin Les Evocelles 2016,,"Gevrey-Chambertin, Cote de Nuits, Cote d'Or, Burgundy, France",Red Wine,92,"The nose reveals aromas of red fruit, which evolve toward a discrete hint of vanilla and licorice. Fine and mineral, the palate offers balanced structure and a nice long finish."
695,Albert Bichot Gevrey-Chambertin Premier Cru Lavaux Saint Jacques 2012,,"Gevrey-Chambertin, Cote de Nuits, Cote d'Or, Burgundy, France",Red Wine,91,"With a beautiful garnet red robe, this Gevrey Chambertin 1er Cru Lavaux Saint-Jacques has aromas of ripe fruit, jam,mild spices and leather, with a delicate touch of oak. The mouth is powerfully concentrated and robust, tannic andwell-balanced with a lovely long finish."
696,Albert Bichot Macon-Villages 2017,,"Macon Villages, Maconnais, Burgundy, France",White Wine,89,"The nose is beautiful with floral notes (acacia and honeysuckle) against a slightly mineral background. The palate is lively, fruity and floral with a refreshing finish. "
697,Albert Bichot Meursault Les Charmes Premier Cru Domaine du Pavillon 2017,,"Meursault, Cote de Beaune, Cote d'Or, Burgundy, France",White Wine,92,"Generous and flattering, this wine features notes of candied lemon, almonds, white flowers and freshly baked bread. The palate is smooth and velvety without any heaviness, with hints of warm brioche and spice. Long and tasty, the finish mirrors the bouquet's aromas."
698,Albert Bichot Morey-St-Denis Les Sorbets Premier Cru 2016,,"Morey-St-Denis, Cote de Nuits, Cote d'Or, Burgundy, France",Red Wine,92,"On the nose, our Morey-Saint-Denis Premier Cru ""The Sorbets"" is redolent of wild sour cherry with notes of leather and a hint of oak. It acquires more complex aromas with animals and spicy nuances when allowed to age. Well balanced on the palate and endowed with superb structure boasting flavors of red berries and liquorice. The finish is generous and deliciously fruity. "
699,Albert Bichot Morey-St-Denis Les Sorbets Premier Cru 2017,,"Morey-St-Denis, Cote de Nuits, Cote d'Or, Burgundy, France",Red Wine,91,"On the nose, our Morey-Saint-Denis Premier Cru ""The Sorbets"" is redolent of wild sour cherry with notes of leather and a hint of oak. It acquires more complex aromas with animals and spicy nuances when allowed to age. Well balanced on the palate and endowed with superb structure boasting flavors of red berries and liquorice. The finish is generous and deliciously fruity."
700,Albert Bichot Nuits-St-Georges Chateau Gris Premier Cru Monopole 2016,,"Nuits-St-Georges, Cote de Nuits, Cote d'Or, Burgundy, France",Red Wine,92,"Elegant and classy on the nose, this Premier Cru features aromas of black fruit with fine, delicate floral notes. On the palate, the body has a great deal of sucrosity but with beautiful structure, and well-integrated oak that does not overpower the fruit. Pleasing sensation of freshness on the finish."
701,Albert Bichot Pouilly-Fuisse 2016,,"Pouilly-Fuisse, Maconnais, Burgundy, France",White Wine,91,"This wine features a lively, aromatic nose with predominant notes of white fruit and spices, a subtle touch of oak and vanilla. Mineral on the palate with a good balance between acidity and roundness. Lovely length. "
702,Albert Bichot Pouilly-Fuisse 2017,,"Pouilly-Fuisse, Maconnais, Burgundy, France",White Wine,90,"This wine features a lively, aromatic nose with predominant notes of white fruit and spices, a subtle touch of oak and vanilla. Mineral on the palate with a good balance between acidity and roundness. Lovely length. "
703,Albert Bichot Puligny Montrachet 2016,,"Puligny-Montrachet, Cote de Beaune, Cote d'Or, Burgundy, France",White Wine,92,"This Puligny Montrachet has a beautiful pale crystalline yellow robe with golden reflections. The nose develops subtle aromas of dried fruit, almond, apricot and also hawthorn flower and crystallized fruit. The mouth is round and well-structured, harmonious and well-balanced with a long and refreshing finish. "
704,Albert Bichot Savigny Les Beaune 2016,,"Savigny-les-Beaune, Cote de Beaune, Cote d'Or, Burgundy, France",Red Wine,90,"This Savigny-lès-Beaune boasts fruity aromas of red and black berries, enhanced by aromas of mild spices. With an initial pleasing sensation of fullness on the palate, this harmonious wine finishes on a subtle, fruity note. "
705,Albert Bichot Volnay Les Santenots Domaine du Pavillon Premier Cru 2017,,"Volnay, Cote de Beaune, Cote d'Or, Burgundy, France",Red Wine,91,"The nose of this Volnay Premier Cru ""The Santenots"" is delicately smoky and oaky with spicy notes. Appealing fruitiness (cherry), enhanced by mild spices such as cinnamon. This charming wine boasts beautiful structure and remarkable full-bodiedness."
706,Albert Bichot Vosne-Romanee Domaine du Clos Frantin 2017,,"Vosne-Romanee, Cote de Nuits, Cote d'Or, Burgundy, France",Red Wine,90,"The nose of this Vosne-Romanée features tobacco, tea and mild notes of spice. The palate is velvety with silky tannins, lovely fullness and remarkable balance. The finish is long and aromatic."
707,Albert Bichot Vosne-Romanee Premier Cru Malconsorts 2014,,"Vosne-Romanee, Cote de Nuits, Cote d'Or, Burgundy, France",Red Wine,94,"Limpid, bright intense and deep ruby red with violet reflections in the glass. A fine and complex nose with primary delicate and discreet woody aromas. Notes of soft fruit followed by a spicy finish. After a few minutes, subtle notes of peppermint and cedar will develop. This wine shows all the crispiness of Pinot Noir with a very pleasant tannic texture which smoothly envelopes the palate. Powerful but silky tannins. Nice finale with a hint of licorice. A promising future of complexity to look forward to on aging."
708,Albert Bichot Vosne-Romanee Premier Cru Malconsorts 2015,,"Vosne-Romanee, Cote de Nuits, Cote d'Or, Burgundy, France",Red Wine,94,"Limpid, bright, intense and deep ruby red with violet reflections in the glass. A fine and complex nose with primary delicate and discreet woody aromas. Notes of soft fruit followed by a spicy finish. After a few minutes, subtle notes of peppermint and cedar will develop. This wine shows all the crispiness of Pinot Noir with a very pleasant tannic texture which smoothly envelopes the palate. Powerful but silky tannins. Nice finale with a hint of licorice. A promising future of complexity to look forward to on aging. "
709,Albert Boxler Gewurztraminer Reserve 2016,,"Alsace, France",White Wine,91,"When Jean Boxler came to New York City a few years ago, we were all excited to take him to a lunch with clients at a little dive Chinese restaurant for pork buns and other treats that seemed tailor-made for his Rieslings and Pinot Gris bottlings. The most delicious touch was reserved for dessert, however: a chilled bowl of peeled lychee fruit along with, you guessed it. The rose petal perfume of this ravishing Gewurztraminer enveloped the entire table, and was the perfect way to end a perfect meal. From his vines planted in limestone (Boland and Heimbourg crus of Turckheim), Boxler’s Réserve bottling always has great acidity and an ethereal quality that makes it one of the most noble bottlings of this grape in the world."
710,Albert Boxler Riesling 2013,,"Alsace, France",White Wine,91,A blend of young vines from grand cru Sommerberg (granite terroir) and Pfoeller (limestone terroir).
711,Albert Boxler Riesling Grand Cru Brand 2016,,"Alsace, France",White Wine,94,"Brand is an imposing grand cru, standing steep and proud above the town of Turckheim, exposed due south and planted in pure granite. Hot stone is a theme in this wine, not unlike Rangen, although less peaty, and similar in style to Ostertag’s Heissenberg terroir, if you are familiar with that wine. Brand is Boxler’s most powerful Riesling—deeply flavored, colored, and structured, built to age. These vines work hard to make a living, and the intensity of that struggle shines through magnanimously."
712,Albert Boxler Riesling Grand Cru Brand Kirchberg 2016,,"Alsace, France",White Wine,98,"ne whiff of this might make you want to plunge right into the glass. Once the wine hits your tongue... Nope, zingy lemon, delicate white flowers, rich mineral backbone, beautiful mouthwatering finish, incredible length... (though all true) will not come close to summing up the experience of enjoying this wine. How’s “Buy as much as you can get” for a tasting note? It’s a classic!"
713,Albert Boxler Riesling Grand Cru Sommerberg 2016,,"Alsace, France",White Wine,93,"Grown in pure granite, grand cru Sommerberg gives us a broadly structured Riesling that takes further shape in well-seasoned, old foudres. It’s hard to imagine this beauty could taste any better than it does now, but I’ll be curious to revisit it in five to ten years to discover what becomes of its intoxicating perfume of sweet honeysuckle and sleek petrol."
